codigo_dealer,marca,metrica,mes,valor
100213,BMW,BEV,MAYO,47.0
100213,BMW,BEV,JUNIO,47.0
100213,BMW,BEV,JULIO,0.0
100213,BMW,BEV,AGOSTO,0.0
100213,BMW,BEV,SEPTIEMBRE,0.0
100213,BMW,BEV,OCTUBRE,0.0
100213,BMW,BEV,NOVIEMBRE,0.0
100213,BMW,BEV,DICIEMBRE,0.0
100319,BMW,BEV,ENERO,47.0
100319,BMW,BEV,FEBRERO,49.0
100319,BMW,BEV,MARZO,49.0
100319,BMW,BEV,ABRIL,47.0
100319,BMW,BEV,MAYO,49.0
100319,BMW,BEV,JUNIO,49.0
100319,BMW,BEV,JULIO,0.0
100319,BMW,BEV,AGOSTO,0.0
100319,BMW,BEV,SEPTIEMBRE,0.0
100319,BMW,BEV,OCTUBRE,0.0
100319,BMW,BEV,NOVIEMBRE,0.0
100319,BMW,BEV,DICIEMBRE,0.0
100349,BMW,BEV,ENERO,41.0
100349,BMW,BEV,FEBRERO,41.0
100349,BMW,BEV,MARZO,43.0
100349,BMW,BEV,ABRIL,41.0
100349,BMW,BEV,MAYO,41.0
100349,BMW,BEV,JUNIO,43.0
100349,BMW,BEV,JULIO,0.0
100349,BMW,BEV,AGOSTO,0.0
100349,BMW,BEV,SEPTIEMBRE,0.0
100349,BMW,BEV,OCTUBRE,0.0
100349,BMW,BEV,NOVIEMBRE,0.0
100349,BMW,BEV,DICIEMBRE,0.0
100917,BMW,BEV,ENERO,1.0
100917,BMW,BEV,FEBRERO,1.0
100917,BMW,BEV,MARZO,18.0
100917,BMW,BEV,ABRIL,20.0
100917,BMW,BEV,MAYO,30.0
100917,BMW,BEV,JUNIO,30.0
100917,BMW,BEV,JULIO,0.0
100917,BMW,BEV,AGOSTO,0.0
100917,BMW,BEV,SEPTIEMBRE,0.0
100917,BMW,BEV,OCTUBRE,0.0
100917,BMW,BEV,NOVIEMBRE,0.0
100917,BMW,BEV,DICIEMBRE,0.0
100726,BMW,BEV,ENERO,11.0
100726,BMW,BEV,FEBRERO,12.0
100726,BMW,BEV,MARZO,12.0
100726,BMW,BEV,ABRIL,11.0
100726,BMW,BEV,MAYO,12.0
100726,BMW,BEV,JUNIO,12.0
100726,BMW,BEV,JULIO,0.0
100726,BMW,BEV,AGOSTO,0.0
100726,BMW,BEV,SEPTIEMBRE,0.0
100726,BMW,BEV,OCTUBRE,0.0
100726,BMW,BEV,NOVIEMBRE,0.0
100726,BMW,BEV,DICIEMBRE,0.0
100307,BMW,BEV,ENERO,7.0
100307,BMW,BEV,FEBRERO,7.0
100307,BMW,BEV,MARZO,7.0
100307,BMW,BEV,ABRIL,8.0
100307,BMW,BEV,MAYO,8.0
100307,BMW,BEV,JUNIO,8.0
100307,BMW,BEV,JULIO,0.0
100307,BMW,BEV,AGOSTO,0.0
100307,BMW,BEV,SEPTIEMBRE,0.0
100307,BMW,BEV,OCTUBRE,0.0
100307,BMW,BEV,NOVIEMBRE,0.0
100307,BMW,BEV,DICIEMBRE,0.0
100380,BMW,BEV,ENERO,22.0
100380,BMW,BEV,FEBRERO,22.0
100380,BMW,BEV,MARZO,22.0
100380,BMW,BEV,ABRIL,23.0
100380,BMW,BEV,MAYO,23.0
100380,BMW,BEV,JUNIO,23.0
100380,BMW,BEV,JULIO,0.0
100380,BMW,BEV,AGOSTO,0.0
100380,BMW,BEV,SEPTIEMBRE,0.0
100380,BMW,BEV,OCTUBRE,0.0
100380,BMW,BEV,NOVIEMBRE,0.0
100380,BMW,BEV,DICIEMBRE,0.0
100418,BMW,BEV,ENERO,11.0
100418,BMW,BEV,FEBRERO,11.0
100418,BMW,BEV,MARZO,11.0
100418,BMW,BEV,ABRIL,11.0
100418,BMW,BEV,MAYO,12.0
100418,BMW,BEV,JUNIO,12.0
100418,BMW,BEV,JULIO,0.0
100418,BMW,BEV,AGOSTO,0.0
100418,BMW,BEV,SEPTIEMBRE,0.0
100418,BMW,BEV,OCTUBRE,0.0
100418,BMW,BEV,NOVIEMBRE,0.0
100418,BMW,BEV,DICIEMBRE,0.0
100730,BMW,BEV,ENERO,18.0
100730,BMW,BEV,FEBRERO,18.0
100730,BMW,BEV,MARZO,18.0
100730,BMW,BEV,ABRIL,18.0
100730,BMW,BEV,MAYO,18.0
100730,BMW,BEV,JUNIO,19.0
100730,BMW,BEV,JULIO,0.0
100730,BMW,BEV,AGOSTO,0.0
100730,BMW,BEV,SEPTIEMBRE,0.0
100730,BMW,BEV,OCTUBRE,0.0
100730,BMW,BEV,NOVIEMBRE,0.0
100730,BMW,BEV,DICIEMBRE,0.0
100764,BMW,BEV,ENERO,19.0
100764,BMW,BEV,FEBRERO,19.0
100764,BMW,BEV,MARZO,19.0
100764,BMW,BEV,ABRIL,20.0
100764,BMW,BEV,MAYO,20.0
100764,BMW,BEV,JUNIO,20.0
100764,BMW,BEV,JULIO,0.0
100764,BMW,BEV,AGOSTO,0.0
100764,BMW,BEV,SEPTIEMBRE,0.0
100764,BMW,BEV,OCTUBRE,0.0
100764,BMW,BEV,NOVIEMBRE,0.0
100764,BMW,BEV,DICIEMBRE,0.0
100120,BMW,BEV,ENERO,7.0
100120,BMW,BEV,FEBRERO,7.0
100120,BMW,BEV,MARZO,7.0
100120,BMW,BEV,ABRIL,7.0
100120,BMW,BEV,MAYO,7.0
100120,BMW,BEV,JUNIO,7.0
100120,BMW,BEV,JULIO,0.0
100120,BMW,BEV,AGOSTO,0.0
100120,BMW,BEV,SEPTIEMBRE,0.0
100120,BMW,BEV,OCTUBRE,0.0
100120,BMW,BEV,NOVIEMBRE,0.0
100120,BMW,BEV,DICIEMBRE,0.0
100146,BMW,BEV,ENERO,7.0
100146,BMW,BEV,FEBRERO,7.0
100146,BMW,BEV,MARZO,7.0
100146,BMW,BEV,ABRIL,8.0
100146,BMW,BEV,MAYO,8.0
100146,BMW,BEV,JUNIO,8.0
100146,BMW,BEV,JULIO,0.0
100146,BMW,BEV,AGOSTO,0.0
100146,BMW,BEV,SEPTIEMBRE,0.0
100146,BMW,BEV,OCTUBRE,0.0
100146,BMW,BEV,NOVIEMBRE,0.0
100146,BMW,BEV,DICIEMBRE,0.0
100155,BMW,BEV,ENERO,10.0
100155,BMW,BEV,FEBRERO,10.0
100155,BMW,BEV,MARZO,10.0
100155,BMW,BEV,ABRIL,10.0
100155,BMW,BEV,MAYO,10.0
100155,BMW,BEV,JUNIO,10.0
100155,BMW,BEV,JULIO,0.0
100155,BMW,BEV,AGOSTO,0.0
100155,BMW,BEV,SEPTIEMBRE,0.0
100155,BMW,BEV,OCTUBRE,0.0
100155,BMW,BEV,NOVIEMBRE,0.0
100155,BMW,BEV,DICIEMBRE,0.0
100304,BMW,BEV,ENERO,15.0
100304,BMW,BEV,FEBRERO,16.0
100304,BMW,BEV,MARZO,16.0
100304,BMW,BEV,ABRIL,16.0
100304,BMW,BEV,MAYO,16.0
100304,BMW,BEV,JUNIO,16.0
100304,BMW,BEV,JULIO,0.0
100304,BMW,BEV,AGOSTO,0.0
100304,BMW,BEV,SEPTIEMBRE,0.0
100304,BMW,BEV,OCTUBRE,0.0
100304,BMW,BEV,NOVIEMBRE,0.0
100304,BMW,BEV,DICIEMBRE,0.0
100346,BMW,BEV,ENERO,10.0
100346,BMW,BEV,FEBRERO,10.0
100346,BMW,BEV,MARZO,10.0
100346,BMW,BEV,ABRIL,10.0
100346,BMW,BEV,MAYO,10.0
100346,BMW,BEV,JUNIO,10.0
100346,BMW,BEV,JULIO,11.0
100346,BMW,BEV,AGOSTO,10.0
100346,BMW,BEV,SEPTIEMBRE,11.0
100346,BMW,BEV,OCTUBRE,11.0
100346,BMW,BEV,NOVIEMBRE,11.0
100346,BMW,BEV,DICIEMBRE,11.0
100454,BMW,BEV,ENERO,4.0
100454,BMW,BEV,FEBRERO,4.0
100454,BMW,BEV,MARZO,4.0
100454,BMW,BEV,ABRIL,4.0
100454,BMW,BEV,MAYO,4.0
100454,BMW,BEV,JUNIO,4.0
100454,BMW,BEV,JULIO,0.0
100454,BMW,BEV,AGOSTO,0.0
100454,BMW,BEV,SEPTIEMBRE,0.0
100454,BMW,BEV,OCTUBRE,0.0
100454,BMW,BEV,NOVIEMBRE,0.0
100454,BMW,BEV,DICIEMBRE,0.0
100571,BMW,BEV,ENERO,6.0
100571,BMW,BEV,FEBRERO,6.0
100571,BMW,BEV,MARZO,6.0
100571,BMW,BEV,ABRIL,6.0
100571,BMW,BEV,MAYO,6.0
100571,BMW,BEV,JUNIO,6.0
100571,BMW,BEV,JULIO,0.0
100571,BMW,BEV,AGOSTO,0.0
100571,BMW,BEV,SEPTIEMBRE,0.0
100571,BMW,BEV,OCTUBRE,0.0
100571,BMW,BEV,NOVIEMBRE,0.0
100571,BMW,BEV,DICIEMBRE,0.0
100015,BMW,BEV,ENERO,12.0
100015,BMW,BEV,FEBRERO,12.0
100015,BMW,BEV,MARZO,12.0
100015,BMW,BEV,ABRIL,13.0
100015,BMW,BEV,MAYO,13.0
100015,BMW,BEV,JUNIO,13.0
100015,BMW,BEV,JULIO,11.0
100015,BMW,BEV,AGOSTO,9.0
100015,BMW,BEV,SEPTIEMBRE,12.0
100015,BMW,BEV,OCTUBRE,12.0
100015,BMW,BEV,NOVIEMBRE,12.0
100015,BMW,BEV,DICIEMBRE,11.0
100190,BMW,BEV,ENERO,16.0
100190,BMW,BEV,FEBRERO,16.0
100190,BMW,BEV,MARZO,17.0
100190,BMW,BEV,ABRIL,17.0
100190,BMW,BEV,MAYO,17.0
100190,BMW,BEV,JUNIO,17.0
100190,BMW,BEV,JULIO,15.0
100190,BMW,BEV,AGOSTO,12.0
100190,BMW,BEV,SEPTIEMBRE,15.0
100190,BMW,BEV,OCTUBRE,16.0
100190,BMW,BEV,NOVIEMBRE,17.0
100190,BMW,BEV,DICIEMBRE,15.0
100379,BMW,BEV,ENERO,18.0
100379,BMW,BEV,FEBRERO,18.0
100379,BMW,BEV,MARZO,18.0
100379,BMW,BEV,ABRIL,18.0
100379,BMW,BEV,MAYO,19.0
100379,BMW,BEV,JUNIO,19.0
100379,BMW,BEV,JULIO,15.0
100379,BMW,BEV,AGOSTO,14.0
100379,BMW,BEV,SEPTIEMBRE,15.0
100379,BMW,BEV,OCTUBRE,20.0
100379,BMW,BEV,NOVIEMBRE,19.0
100379,BMW,BEV,DICIEMBRE,17.0
100410,BMW,BEV,ENERO,23.0
100410,BMW,BEV,FEBRERO,23.0
100410,BMW,BEV,MARZO,23.0
100410,BMW,BEV,ABRIL,23.0
100410,BMW,BEV,MAYO,24.0
100410,BMW,BEV,JUNIO,24.0
100410,BMW,BEV,JULIO,20.0
100410,BMW,BEV,AGOSTO,18.0
100410,BMW,BEV,SEPTIEMBRE,23.0
100410,BMW,BEV,OCTUBRE,27.0
100410,BMW,BEV,NOVIEMBRE,26.0
100410,BMW,BEV,DICIEMBRE,26.0
100739,BMW,BEV,ENERO,10.0
100739,BMW,BEV,FEBRERO,10.0
100739,BMW,BEV,MARZO,10.0
100739,BMW,BEV,ABRIL,10.0
100739,BMW,BEV,MAYO,11.0
100739,BMW,BEV,JUNIO,11.0
100739,BMW,BEV,JULIO,8.0
100739,BMW,BEV,AGOSTO,7.0
100739,BMW,BEV,SEPTIEMBRE,9.0
100739,BMW,BEV,OCTUBRE,9.0
100739,BMW,BEV,NOVIEMBRE,9.0
100739,BMW,BEV,DICIEMBRE,8.0
100348,BMW,BEV,ENERO,25.0
100348,BMW,BEV,FEBRERO,26.0
100348,BMW,BEV,MARZO,26.0
100348,BMW,BEV,ABRIL,26.0
100348,BMW,BEV,MAYO,26.0
100348,BMW,BEV,JUNIO,26.0
100348,BMW,BEV,JULIO,0.0
100348,BMW,BEV,AGOSTO,0.0
100348,BMW,BEV,SEPTIEMBRE,0.0
100348,BMW,BEV,OCTUBRE,0.0
100348,BMW,BEV,NOVIEMBRE,0.0
100348,BMW,BEV,DICIEMBRE,0.0
100585,BMW,BEV,ENERO,6.0
100585,BMW,BEV,FEBRERO,6.0
100585,BMW,BEV,MARZO,7.0
100585,BMW,BEV,ABRIL,6.0
100585,BMW,BEV,MAYO,6.0
100585,BMW,BEV,JUNIO,7.0
100585,BMW,BEV,JULIO,6.0
100585,BMW,BEV,AGOSTO,6.0
100585,BMW,BEV,SEPTIEMBRE,6.0
100585,BMW,BEV,OCTUBRE,6.0
100585,BMW,BEV,NOVIEMBRE,6.0
100585,BMW,BEV,DICIEMBRE,8.0
100597,BMW,BEV,ENERO,6.0
100597,BMW,BEV,FEBRERO,6.0
100597,BMW,BEV,MARZO,6.0
100597,BMW,BEV,ABRIL,6.0
100597,BMW,BEV,MAYO,6.0
100597,BMW,BEV,JUNIO,7.0
100597,BMW,BEV,JULIO,6.0
100597,BMW,BEV,AGOSTO,6.0
100597,BMW,BEV,SEPTIEMBRE,6.0
100597,BMW,BEV,OCTUBRE,6.0
100597,BMW,BEV,NOVIEMBRE,6.0
100597,BMW,BEV,DICIEMBRE,7.0
100727,BMW,BEV,ENERO,10.0
100727,BMW,BEV,FEBRERO,11.0
100727,BMW,BEV,MARZO,12.0
100727,BMW,BEV,ABRIL,12.0
100727,BMW,BEV,MAYO,12.0
100727,BMW,BEV,JUNIO,13.0
100727,BMW,BEV,JULIO,0.0
100727,BMW,BEV,AGOSTO,0.0
100727,BMW,BEV,SEPTIEMBRE,0.0
100727,BMW,BEV,OCTUBRE,0.0
100727,BMW,BEV,NOVIEMBRE,0.0
100727,BMW,BEV,DICIEMBRE,0.0
100728,BMW,BEV,ENERO,30.0
100728,BMW,BEV,FEBRERO,31.0
100728,BMW,BEV,MARZO,31.0
100728,BMW,BEV,ABRIL,31.0
100728,BMW,BEV,MAYO,31.0
100728,BMW,BEV,JUNIO,31.0
100728,BMW,BEV,JULIO,32.0
100728,BMW,BEV,AGOSTO,32.0
100728,BMW,BEV,SEPTIEMBRE,32.0
100728,BMW,BEV,OCTUBRE,32.0
100728,BMW,BEV,NOVIEMBRE,32.0
100728,BMW,BEV,DICIEMBRE,30.0
100817,BMW,BEV,ENERO,30.0
100817,BMW,BEV,FEBRERO,30.0
100817,BMW,BEV,MARZO,30.0
100817,BMW,BEV,ABRIL,30.0
100817,BMW,BEV,MAYO,30.0
100817,BMW,BEV,JUNIO,30.0
100817,BMW,BEV,JULIO,33.0
100817,BMW,BEV,AGOSTO,33.0
100817,BMW,BEV,SEPTIEMBRE,33.0
100817,BMW,BEV,OCTUBRE,33.0
100817,BMW,BEV,NOVIEMBRE,33.0
100817,BMW,BEV,DICIEMBRE,35.0
100909,BMW,BEV,ENERO,28.0
100909,BMW,BEV,FEBRERO,28.0
100909,BMW,BEV,MARZO,28.0
100909,BMW,BEV,ABRIL,28.0
100909,BMW,BEV,MAYO,28.0
100909,BMW,BEV,JUNIO,28.0
100909,BMW,BEV,JULIO,0.0
100909,BMW,BEV,AGOSTO,0.0
100909,BMW,BEV,SEPTIEMBRE,0.0
100909,BMW,BEV,OCTUBRE,0.0
100909,BMW,BEV,NOVIEMBRE,0.0
100909,BMW,BEV,DICIEMBRE,0.0
100572,BMW,BEV,ENERO,67.0
100572,BMW,BEV,FEBRERO,67.0
100572,BMW,BEV,MARZO,67.0
100572,BMW,BEV,ABRIL,67.0
100572,BMW,BEV,MAYO,67.0
100572,BMW,BEV,JUNIO,67.0
100572,BMW,BEV,JULIO,0.0
100572,BMW,BEV,AGOSTO,0.0
100572,BMW,BEV,SEPTIEMBRE,0.0
100572,BMW,BEV,OCTUBRE,0.0
100572,BMW,BEV,NOVIEMBRE,0.0
100572,BMW,BEV,DICIEMBRE,0.0
100584,BMW,BEV,ENERO,16.0
100584,BMW,BEV,FEBRERO,16.0
100584,BMW,BEV,MARZO,16.0
100584,BMW,BEV,ABRIL,16.0
100584,BMW,BEV,MAYO,16.0
100584,BMW,BEV,JUNIO,17.0
100584,BMW,BEV,JULIO,0.0
100584,BMW,BEV,AGOSTO,0.0
100584,BMW,BEV,SEPTIEMBRE,0.0
100584,BMW,BEV,OCTUBRE,0.0
100584,BMW,BEV,NOVIEMBRE,0.0
100584,BMW,BEV,DICIEMBRE,0.0
100765,BMW,BEV,ENERO,4.0
100765,BMW,BEV,FEBRERO,4.0
100765,BMW,BEV,MARZO,5.0
100765,BMW,BEV,ABRIL,4.0
100765,BMW,BEV,MAYO,5.0
100765,BMW,BEV,JUNIO,5.0
100765,BMW,BEV,JULIO,0.0
100765,BMW,BEV,AGOSTO,0.0
100765,BMW,BEV,SEPTIEMBRE,0.0
100765,BMW,BEV,OCTUBRE,0.0
100765,BMW,BEV,NOVIEMBRE,0.0
100765,BMW,BEV,DICIEMBRE,0.0
100002,BMW,BEV,ENERO,19.0
100002,BMW,BEV,FEBRERO,19.0
100002,BMW,BEV,MARZO,19.0
100002,BMW,BEV,ABRIL,19.0
100002,BMW,BEV,MAYO,19.0
100002,BMW,BEV,JUNIO,20.0
100002,BMW,BEV,JULIO,0.0
100002,BMW,BEV,AGOSTO,0.0
100002,BMW,BEV,SEPTIEMBRE,0.0
100002,BMW,BEV,OCTUBRE,0.0
100002,BMW,BEV,NOVIEMBRE,0.0
100002,BMW,BEV,DICIEMBRE,0.0
100062,BMW,BEV,ENERO,39.0
100062,BMW,BEV,FEBRERO,39.0
100062,BMW,BEV,MARZO,39.0
100062,BMW,BEV,ABRIL,39.0
100062,BMW,BEV,MAYO,39.0
100062,BMW,BEV,JUNIO,39.0
100062,BMW,BEV,JULIO,0.0
100062,BMW,BEV,AGOSTO,0.0
100062,BMW,BEV,SEPTIEMBRE,0.0
100062,BMW,BEV,OCTUBRE,0.0
100062,BMW,BEV,NOVIEMBRE,0.0
100062,BMW,BEV,DICIEMBRE,0.0
100206,BMW,BEV,ENERO,25.0
100206,BMW,BEV,FEBRERO,25.0
100206,BMW,BEV,MARZO,25.0
100206,BMW,BEV,ABRIL,25.0
100206,BMW,BEV,MAYO,25.0
100206,BMW,BEV,JUNIO,25.0
100206,BMW,BEV,JULIO,0.0
100206,BMW,BEV,AGOSTO,0.0
100206,BMW,BEV,SEPTIEMBRE,0.0
100206,BMW,BEV,OCTUBRE,0.0
100206,BMW,BEV,NOVIEMBRE,0.0
100206,BMW,BEV,DICIEMBRE,0.0
100394,BMW,BEV,ENERO,10.0
100394,BMW,BEV,FEBRERO,10.0
100394,BMW,BEV,MARZO,10.0
100394,BMW,BEV,ABRIL,10.0
100394,BMW,BEV,MAYO,10.0
100394,BMW,BEV,JUNIO,10.0
100394,BMW,BEV,JULIO,0.0
100394,BMW,BEV,AGOSTO,0.0
100394,BMW,BEV,SEPTIEMBRE,0.0
100394,BMW,BEV,OCTUBRE,0.0
100394,BMW,BEV,NOVIEMBRE,0.0
100394,BMW,BEV,DICIEMBRE,0.0
100468,BMW,BEV,ENERO,28.0
100468,BMW,BEV,FEBRERO,28.0
100468,BMW,BEV,MARZO,29.0
100468,BMW,BEV,ABRIL,28.0
100468,BMW,BEV,MAYO,29.0
100468,BMW,BEV,JUNIO,29.0
100468,BMW,BEV,JULIO,0.0
100468,BMW,BEV,AGOSTO,0.0
100468,BMW,BEV,SEPTIEMBRE,0.0
100468,BMW,BEV,OCTUBRE,0.0
100468,BMW,BEV,NOVIEMBRE,0.0
100468,BMW,BEV,DICIEMBRE,0.0
100734,BMW,BEV,ENERO,33.0
100734,BMW,BEV,FEBRERO,33.0
100734,BMW,BEV,MARZO,34.0
100734,BMW,BEV,ABRIL,33.0
100734,BMW,BEV,MAYO,33.0
100734,BMW,BEV,JUNIO,34.0
100734,BMW,BEV,JULIO,0.0
100734,BMW,BEV,AGOSTO,0.0
100734,BMW,BEV,SEPTIEMBRE,0.0
100734,BMW,BEV,OCTUBRE,0.0
100734,BMW,BEV,NOVIEMBRE,0.0
100734,BMW,BEV,DICIEMBRE,0.0
100311,BMW,BEV,ENERO,26.0
100311,BMW,BEV,FEBRERO,26.0
100311,BMW,BEV,MARZO,26.0
100311,BMW,BEV,ABRIL,27.0
100311,BMW,BEV,MAYO,27.0
100311,BMW,BEV,JUNIO,28.0
100311,BMW,BEV,JULIO,26.0
100311,BMW,BEV,AGOSTO,23.0
100311,BMW,BEV,SEPTIEMBRE,26.0
100311,BMW,BEV,OCTUBRE,30.0
100311,BMW,BEV,NOVIEMBRE,30.0
100311,BMW,BEV,DICIEMBRE,25.0
100393,BMW,BEV,ENERO,34.0
100393,BMW,BEV,FEBRERO,34.0
100393,BMW,BEV,MARZO,34.0
100393,BMW,BEV,ABRIL,34.0
100393,BMW,BEV,MAYO,34.0
100393,BMW,BEV,JUNIO,35.0
100393,BMW,BEV,JULIO,0.0
100393,BMW,BEV,AGOSTO,0.0
100393,BMW,BEV,SEPTIEMBRE,0.0
100393,BMW,BEV,OCTUBRE,0.0
100393,BMW,BEV,NOVIEMBRE,0.0
100393,BMW,BEV,DICIEMBRE,0.0
100586,BMW,BEV,ENERO,39.0
100586,BMW,BEV,FEBRERO,39.0
100586,BMW,BEV,MARZO,39.0
100586,BMW,BEV,ABRIL,39.0
100586,BMW,BEV,MAYO,39.0
100586,BMW,BEV,JUNIO,40.0
100586,BMW,BEV,JULIO,0.0
100586,BMW,BEV,AGOSTO,0.0
100586,BMW,BEV,SEPTIEMBRE,0.0
100586,BMW,BEV,OCTUBRE,0.0
100586,BMW,BEV,NOVIEMBRE,0.0
100586,BMW,BEV,DICIEMBRE,0.0
100813,BMW,BEV,ENERO,22.0
100813,BMW,BEV,FEBRERO,22.0
100813,BMW,BEV,MARZO,22.0
100813,BMW,BEV,ABRIL,23.0
100813,BMW,BEV,MAYO,23.0
100813,BMW,BEV,JUNIO,23.0
100813,BMW,BEV,JULIO,0.0
100813,BMW,BEV,AGOSTO,0.0
100813,BMW,BEV,SEPTIEMBRE,0.0
100813,BMW,BEV,OCTUBRE,0.0
100813,BMW,BEV,NOVIEMBRE,0.0
100813,BMW,BEV,DICIEMBRE,0.0
100344,BMW,BEV,ENERO,33.0
100344,BMW,BEV,FEBRERO,33.0
100344,BMW,BEV,MARZO,33.0
100344,BMW,BEV,ABRIL,33.0
100344,BMW,BEV,MAYO,34.0
100344,BMW,BEV,JUNIO,34.0
100344,BMW,BEV,JULIO,0.0
100344,BMW,BEV,AGOSTO,0.0
100344,BMW,BEV,SEPTIEMBRE,0.0
100344,BMW,BEV,OCTUBRE,0.0
100344,BMW,BEV,NOVIEMBRE,0.0
100344,BMW,BEV,DICIEMBRE,0.0
100422,BMW,BEV,ENERO,15.0
100422,BMW,BEV,FEBRERO,15.0
100422,BMW,BEV,MARZO,15.0
100422,BMW,BEV,ABRIL,15.0
100422,BMW,BEV,MAYO,15.0
100422,BMW,BEV,JUNIO,15.0
100422,BMW,BEV,JULIO,0.0
100422,BMW,BEV,AGOSTO,0.0
100422,BMW,BEV,SEPTIEMBRE,0.0
100422,BMW,BEV,OCTUBRE,0.0
100422,BMW,BEV,NOVIEMBRE,0.0
100422,BMW,BEV,DICIEMBRE,0.0
100549,BMW,BEV,ENERO,7.0
100549,BMW,BEV,FEBRERO,7.0
100549,BMW,BEV,MARZO,7.0
100549,BMW,BEV,ABRIL,7.0
100549,BMW,BEV,MAYO,7.0
100549,BMW,BEV,JUNIO,7.0
100549,BMW,BEV,JULIO,0.0
100549,BMW,BEV,AGOSTO,0.0
100549,BMW,BEV,SEPTIEMBRE,0.0
100549,BMW,BEV,OCTUBRE,0.0
100549,BMW,BEV,NOVIEMBRE,0.0
100549,BMW,BEV,DICIEMBRE,0.0
100589,BMW,BEV,ENERO,22.0
100589,BMW,BEV,FEBRERO,22.0
100589,BMW,BEV,MARZO,22.0
100589,BMW,BEV,ABRIL,23.0
100589,BMW,BEV,MAYO,23.0
100589,BMW,BEV,JUNIO,23.0
100589,BMW,BEV,JULIO,0.0
100589,BMW,BEV,AGOSTO,0.0
100589,BMW,BEV,SEPTIEMBRE,0.0
100589,BMW,BEV,OCTUBRE,0.0
100589,BMW,BEV,NOVIEMBRE,0.0
100589,BMW,BEV,DICIEMBRE,0.0
100819,BMW,BEV,ENERO,18.0
100819,BMW,BEV,FEBRERO,18.0
100819,BMW,BEV,MARZO,18.0
100819,BMW,BEV,ABRIL,18.0
100819,BMW,BEV,MAYO,19.0
100819,BMW,BEV,JUNIO,19.0
100819,BMW,BEV,JULIO,0.0
100819,BMW,BEV,AGOSTO,0.0
100819,BMW,BEV,SEPTIEMBRE,0.0
100819,BMW,BEV,OCTUBRE,0.0
100819,BMW,BEV,NOVIEMBRE,0.0
100819,BMW,BEV,DICIEMBRE,0.0
100881,BMW,BEV,ENERO,26.0
100881,BMW,BEV,FEBRERO,26.0
100881,BMW,BEV,MARZO,27.0
100881,BMW,BEV,ABRIL,27.0
100881,BMW,BEV,MAYO,27.0
100881,BMW,BEV,JUNIO,27.0
100881,BMW,BEV,JULIO,0.0
100881,BMW,BEV,AGOSTO,0.0
100881,BMW,BEV,SEPTIEMBRE,0.0
100881,BMW,BEV,OCTUBRE,0.0
100881,BMW,BEV,NOVIEMBRE,0.0
100881,BMW,BEV,DICIEMBRE,0.0
12345,BMW,BEV,ENERO,0.0
12345,BMW,BEV,FEBRERO,0.0
12345,BMW,BEV,MARZO,0.0
12345,BMW,BEV,ABRIL,0.0
12345,BMW,BEV,MAYO,0.0
12345,BMW,BEV,JUNIO,0.0
12345,BMW,BEV,JULIO,0.0
12345,BMW,BEV,AGOSTO,0.0
12345,BMW,BEV,SEPTIEMBRE,0.0
12345,BMW,BEV,OCTUBRE,0.0
12345,BMW,BEV,NOVIEMBRE,0.0
12345,BMW,BEV,DICIEMBRE,0.0
100323,MINI,BEV,ENERO,11.0
100323,MINI,BEV,FEBRERO,12.0
100323,MINI,BEV,MARZO,12.0
100323,MINI,BEV,ABRIL,11.0
100323,MINI,BEV,MAYO,12.0
100323,MINI,BEV,JUNIO,12.0
100323,MINI,BEV,JULIO,0.0
100323,MINI,BEV,AGOSTO,0.0
100323,MINI,BEV,SEPTIEMBRE,0.0
100323,MINI,BEV,OCTUBRE,0.0
100323,MINI,BEV,NOVIEMBRE,0.0
100323,MINI,BEV,DICIEMBRE,0.0
100873,MINI,BEV,ENERO,12.0
100873,MINI,BEV,FEBRERO,12.0
100873,MINI,BEV,MARZO,13.0
100873,MINI,BEV,ABRIL,12.0
100873,MINI,BEV,MAYO,13.0
100873,MINI,BEV,JUNIO,13.0
100873,MINI,BEV,JULIO,0.0
100873,MINI,BEV,AGOSTO,0.0
100873,MINI,BEV,SEPTIEMBRE,0.0
100873,MINI,BEV,OCTUBRE,0.0
100873,MINI,BEV,NOVIEMBRE,0.0
100873,MINI,BEV,DICIEMBRE,0.0
100389,MINI,BEV,ENERO,5.0
100389,MINI,BEV,FEBRERO,5.0
100389,MINI,BEV,MARZO,5.0
100389,MINI,BEV,ABRIL,5.0
100389,MINI,BEV,MAYO,5.0
100389,MINI,BEV,JUNIO,5.0
100389,MINI,BEV,JULIO,0.0
100389,MINI,BEV,AGOSTO,0.0
100389,MINI,BEV,SEPTIEMBRE,0.0
100389,MINI,BEV,OCTUBRE,0.0
100389,MINI,BEV,NOVIEMBRE,0.0
100389,MINI,BEV,DICIEMBRE,0.0
100738,MINI,BEV,ENERO,5.0
100738,MINI,BEV,FEBRERO,5.0
100738,MINI,BEV,MARZO,6.0
100738,MINI,BEV,ABRIL,5.0
100738,MINI,BEV,MAYO,5.0
100738,MINI,BEV,JUNIO,6.0
100738,MINI,BEV,JULIO,0.0
100738,MINI,BEV,AGOSTO,0.0
100738,MINI,BEV,SEPTIEMBRE,0.0
100738,MINI,BEV,OCTUBRE,0.0
100738,MINI,BEV,NOVIEMBRE,0.0
100738,MINI,BEV,DICIEMBRE,0.0
100213,MINI,BEV,ENERO,15.0
100213,MINI,BEV,FEBRERO,15.0
100213,MINI,BEV,MARZO,15.0
